Accountid,Companyid,EventCode,Quantity
083718653196515,937225,SMS,14
007065092766682,534464,SMS,7
222332637683289,560023,SMS,4
987939268998546,534464,SMS,6
040363549026854,534464,SMS,1
504633123713452,534464,SMS,7
205046298485750,534464,SMS,7
757205074727479,784003,SMS,1
658746036749267,534464,SMS,12
668513804839750,145279,SMS,5
568179469049845,534464,SMS,29
276593142960555,534464,SMS,2
232486290904089,937225,SMS,3
831225296881518,255586,SMS,26
295103165633141,534464,SMS,3
678392341645563,534464,SMS,35
320815228235610,937225,SMS,21
363179804938943,581486,SMS,1
889292916324954,534464,SMS,2
103967932951151,534464,SMS,1
661982908701306,534464,SMS,2
746029293026027,534464,SMS,15
270034772490918,145279,SMS,1
207589220609474,534464,SMS,2
293143405186042,534464,SMS,7
749678345540832,534464,SMS,9
523279986302544,937225,SMS,4
272380239722013,937225,SMS,6
526916645874518,489146,SMS,1
012904489951798,937225,SMS,230
578563389287042,534464,SMS,1
911513241044990,937225,SMS,2
620395137349109,581486,SMS,3
752795444976884,145279,SMS,9
128249581885101,534464,SMS,1
091045422992274,534464,SMS,2
566630836483941,937225,SMS,15
538217640005828,016627,SMS,8
186846268188905,560023,SMS,1
934149849637496,534464,SMS,1
485387309000941,787909,SMS,5
418988902425131,534464,SMS,5
565451236460292,534464,SMS,15
397616251207679,784003,SMS,3
567952687147370,937225,SMS,8
214432634678146,937225,SMS,44
470915840103711,753293,SMS,18
096719725186031,534464,SMS,11
708749088268708,207984,SMS,1
382249708397768,534464,SMS,12
646052178025368,489146,SMS,6
328279250063873,534464,SMS,4
072301257266842,207984,SMS,1
906335132203996,534464,SMS,12
777882222228297,534464,SMS,3
786619500501327,489146,SMS,8
979305607683921,207984,SMS,11
110519297542582,560023,SMS,4
253946972090929,534464,SMS,21
574032369181974,534464,SMS,4
119040844040758,937225,SMS,13
290859780006267,534464,SMS,1
532822205243261,534464,SMS,2
565477520089875,489146,SMS,1
555571067398863,534464,SMS,3
723655305266334,814466,SMS,2
771062573292966,534464,SMS,5
541804431670176,534464,SMS,1
605582915009132,534464,SMS,4
521575975079875,937225,SMS,15
691852878378692,534464,SMS,1
461456955322571,534464,SMS,3
458515219869377,534464,SMS,8
478642586168462,534464,SMS,3
949169766654323,016627,SMS,14
157005327296667,489146,SMS,2
519440975611839,573166,SMS,13
514886623155510,534464,SMS,2
948031313811736,489146,SMS,4
573654473118682,534464,SMS,5
172833528315463,534464,SMS,13
500701984956104,534464,SMS,4
119952038659159,534464,SMS,10
785297687511632,534464,SMS,7
700339509572865,534464,SMS,3
829379219209015,489146,SMS,4
476036031316550,937225,SMS,5
872374629349742,489146,SMS,13
963841367234733,534464,SMS,3
487301785456433,753293,SMS,9
827624273094725,534464,SMS,2
147752567843401,534464,SMS,6
892999253020563,534464,SMS,5
897237366175789,581486,SMS,8
457994830503068,534464,SMS,3
818559440211168,534464,SMS,1
911940263704042,534464,SMS,2
918259713116515,489146,SMS,4
090593409651367,207984,SMS,2
654654046827997,534464,SMS,2
708969193408533,534464,SMS,4
804636602581907,534464,SMS,4
210997928190105,207984,SMS,10
010126155014375,534464,SMS,8
754800427440381,534464,SMS,3
981769222596310,937225,SMS,34
147868214594607,534464,SMS,59
294964764188757,489146,SMS,1
499683975255775,489146,SMS,6
072879145169547,534464,SMS,5
323228008553808,534464,SMS,7
566902556198591,489146,SMS,2
939731017802426,396360,SMS,1
518278696672512,170212,SMS,1
826865399262182,534464,SMS,6
680324832917143,814466,SMS,1
815941659871785,534464,SMS,60
811398544014986,534464,SMS,2
347092212189824,937225,SMS,19
764446099739314,753293,SMS,66
187557031348127,937225,SMS,7
148826947479176,937225,SMS,14
692837065266626,534464,SMS,18
852369256733006,534464,SMS,6
358815762447439,814466,SMS,13
989761839393417,937225,SMS,10
416701116383542,534464,SMS,2
434706933653794,534464,SMS,1
494903179330193,534464,SMS,15
103523052849889,445331,SMS,8
097818804602595,145279,SMS,18
903897555301687,534464,SMS,2
306988978045696,207984,SMS,8
468295374425479,534464,SMS,6
363258850780603,534464,SMS,7
932139520255979,016627,SMS,3
138563064876915,534464,SMS,3
314746743725339,534464,SMS,1
955884764973152,581486,SMS,9
705372724493668,016627,SMS,20
363948762157409,396360,SMS,17
116450280483342,560023,SMS,5
564646862137049,534464,SMS,2
753703293565005,145279,SMS,8
587058618787797,937225,SMS,10
358152650791177,937225,SMS,32
324932073655531,207984,SMS,1
444524888183957,534464,SMS,1
183294906268781,207984,SMS,1
637963837160317,207984,SMS,6
604085120456594,534464,SMS,1
691620828353304,534464,SMS,9
893538771652751,534464,SMS,11
996254675137751,534464,SMS,4
228494574413865,534464,SMS,2
108515147551109,207984,SMS,1
361069165623354,534464,SMS,1
413361697396185,534464,SMS,4
644771913853111,534464,SMS,4
578340021914007,534464,SMS,7
565402167687421,534464,SMS,1
013533469345682,534464,SMS,5
601823045270588,937225,SMS,86
482971733982692,724248,SMS,1
393248519279728,016627,SMS,3
277860088002545,814466,SMS,2
221620282614179,534464,SMS,88
004751401323675,534464,SMS,1
771083982222889,534464,SMS,10
960870323279506,534464,SMS,18
837012298192382,016627,SMS,3
462176219385812,567046,SMS,8
823854291306301,937225,SMS,2
061254920335428,534464,SMS,13
711512430052371,534464,SMS,3
591543101917249,534464,SMS,3
451103260260756,534464,SMS,3
477211628328345,534464,SMS,7
809672514455121,534464,SMS,1
942022277159463,534464,SMS,2
505807433953278,489146,SMS,4
827730997684133,937225,SMS,5
130621068705452,534464,SMS,22
863546359832878,534464,SMS,1
747311276565290,207984,SMS,1
298675971951128,153468,SMS,9
850481533370120,534464,SMS,2
875909462858257,560023,SMS,3
875629644820174,207984,SMS,4
701502664941685,299654,SMS,9
548560805776510,534464,SMS,4
516366626782396,534464,SMS,1
645780634513304,534464,SMS,6
342403264754684,534464,SMS,4
678539104019192,534464,SMS,4
218082487288136,534464,SMS,18
770767805471441,534464,SMS,4
507256023990598,489146,SMS,4
429258009440189,534464,SMS,1
668417843024313,534464,SMS,28
091904113624301,421085,SMS,5
471283811320466,534464,SMS,80
491530832646507,534464,SMS,2
060572902150134,534464,SMS,2
384495120584327,489146,SMS,10
891048314639682,534464,SMS,1
063337121593656,534464,SMS,12
452354652162967,534464,SMS,6
895976176860848,016627,SMS,1
728470465052163,534464,SMS,7
427949216888908,937225,SMS,15
388525067106822,534464,SMS,10
380159298397367,784003,SMS,2
697219884726455,937225,SMS,56
670883727631511,534464,SMS,4
033295492174673,534464,SMS,2
244072129087629,145279,SMS,3
330751536661255,534464,SMS,4
376330157497054,534464,SMS,3
277798253961265,534464,SMS,8
510362608984815,534464,SMS,2
927982851846749,534464,SMS,1
214167910389628,534464,SMS,1
502934263299829,534464,SMS,1
029009768465597,421085,SMS,25
950737005713142,145279,SMS,3
052680718636467,534464,SMS,3
670387294771242,534464,SMS,9
895491936348806,489146,SMS,2
632439086629647,016627,SMS,1
515227154421476,534464,SMS,1
640514175994337,207984,SMS,7
041877691978125,534464,SMS,1
435906509850490,534464,SMS,8
931013226273975,534464,SMS,15
317526319055014,534464,SMS,7
367368485778690,145279,SMS,2
244543141225224,534464,SMS,5
820796167261994,937225,SMS,1
873143149962193,534464,SMS,1
298883245126283,534464,SMS,4
623608224653974,534464,SMS,13
755191932531343,534464,SMS,2
601842794651601,489146,SMS,1
082540993015279,534464,SMS,7
518752750756367,534464,SMS,2
628249573530914,534464,SMS,16
288184055729186,207984,SMS,1
003826960284646,170212,SMS,15
676914973754244,534464,SMS,6
248332603816710,534464,SMS,6
333058377646250,489146,SMS,14
897836443966785,534464,SMS,2
849325319589707,937225,SMS,3
145108904307197,534464,SMS,14
350044008040039,937225,SMS,21
916026289655555,534464,SMS,3
411795992604327,560023,SMS,20
131585248851797,534464,SMS,1
376777003107566,421085,SMS,1
257783167806083,299654,SMS,4
853844549592443,016627,SMS,3
569748602570132,534464,SMS,3
035060822253467,016627,SMS,1
420911669247578,445331,SMS,7
050986394305516,534464,SMS,9
972759184015630,937225,SMS,9
429385388816116,937225,SMS,8
515227154421476,534464,SMS,1
015620841267257,534464,SMS,2
228797554934465,534464,SMS,3
430378957668313,534464,SMS,4
841555205596065,937225,SMS,17
850969864655439,534464,SMS,4
158551362498133,534464,SMS,4
455056318475358,534464,SMS,11
883706254626487,534464,SMS,1
897562317885557,534464,SMS,2
370024613000337,534464,SMS,1
754422011722290,534464,SMS,1
868280385878911,534464,SMS,2
685442335355939,534464,SMS,2
580298313021396,016627,SMS,1
310663890550587,534464,SMS,5
804598017305831,753293,SMS,44
516064211188656,489146,SMS,2
141072638158121,814466,SMS,3
715027639382175,534464,SMS,1
820456517607252,534464,SMS,2
464316337245320,489146,SMS,5
854382764141367,534464,SMS,2
266815399155105,534464,SMS,2
486307723326035,534464,SMS,40
128911152337937,207984,SMS,30
710375016575915,207984,SMS,5
287298328620564,534464,SMS,4
513617298775215,784003,SMS,6
621340955505587,937225,SMS,11
908397422672266,534464,SMS,1
415057078621481,534464,SMS,2
454533810150223,581486,SMS,5
538874192124044,937225,SMS,2
547634174434554,534464,SMS,2
340922707900673,814466,SMS,5
085853006816273,534464,SMS,9
292574906290462,534464,SMS,3
981394887319498,016627,SMS,7
283312202966329,534464,SMS,2
967959267147993,534464,SMS,4
605698993793494,560023,SMS,2
752722489505124,534464,SMS,6
852787090055564,534464,SMS,9
500554556686957,534464,SMS,5
605645918556711,145279,SMS,21
139867644316720,534464,SMS,6
688050457393374,534464,SMS,4
349967383055194,534464,SMS,6
495810062685095,145279,SMS,2
586147744798982,937225,SMS,25
492068071638216,534464,SMS,2
697544030766493,581486,SMS,2
174631886374212,534464,SMS,2
532898472137253,482291,SMS,2
593560596011377,016627,SMS,11
861010332256102,534464,SMS,16
869494397590845,937225,SMS,9
369697893120467,489146,SMS,2
958215442179057,207984,SMS,6
393933123499104,534464,SMS,4
741876664330340,534464,SMS,5
005869230445131,534464,SMS,4
305897428017708,534464,SMS,7
622012927046697,937225,SMS,4
213669950246284,937225,SMS,71
670712406817003,534464,SMS,2
460797761879040,814466,SMS,7
712349220010004,581486,SMS,3
021522104492908,534464,SMS,6
555088959723028,534464,SMS,8
395648866138428,534464,SMS,20
397809836299176,534464,SMS,4
126506006763857,560023,SMS,3
570929198697982,534464,SMS,10
640478385886932,534464,SMS,9
087618455004195,534464,SMS,2
592902626572545,489146,SMS,5
052567439332177,937225,SMS,28
348404357882244,534464,SMS,1
531099178764385,534464,SMS,46
818206049391754,534464,SMS,8
774029535252088,534464,SMS,1
472347268606728,107488,SMS,1
528689955563350,016627,SMS,4
695327974053301,534464,SMS,1
438940659671572,534464,SMS,10
869806365160227,534464,SMS,17
472070706813821,937225,SMS,7
765484608328673,534464,SMS,6
448244671172202,534464,SMS,5
781384554495312,207984,SMS,2
749623399355815,016627,SMS,10
706426978784005,534464,SMS,2
675471842528772,534464,SMS,7
047468004056409,534464,SMS,1
633890420412021,534464,SMS,13
611871363840883,937225,SMS,34
171907047913126,534464,SMS,3
287495533348233,145279,SMS,9
174841926882637,534464,SMS,5
936974925994645,534464,SMS,6
237666921812043,534464,SMS,3
792091562117594,534464,SMS,2
377474876786037,560023,SMS,2
131363013840575,016627,SMS,18
816797320049452,701422,SMS,20
422003668207564,534464,SMS,6
483332328400578,560023,SMS,6
322832725890728,534464,SMS,1
177974765822714,534464,SMS,2
405597130662571,207984,SMS,2
704532495955910,937225,SMS,49
143246812060868,534464,SMS,4
397231386788192,937225,SMS,2
582313992745504,489146,SMS,1
092782797007593,207984,SMS,4
238837907918924,534464,SMS,5
103047467152497,937225,SMS,11
986877022216741,534464,SMS,15
222744212888535,207984,SMS,1
536290692748619,534464,SMS,4
657023222365077,937225,SMS,8
297052887644114,016627,SMS,16
187988413866074,489146,SMS,11
949283929764387,534464,SMS,5
356803673278191,955100,SMS,2
196841286278718,489146,SMS,11
979838485697864,016627,SMS,3
452253124900064,534464,SMS,8
915852604461381,581486,SMS,4
382185783845350,937225,SMS,21
828657334815953,534464,SMS,5
007349673045923,534464,SMS,2
415253401708888,489146,SMS,1
413378266453286,207984,SMS,5
762096975546435,534464,SMS,3
777032225330910,207984,SMS,2
164392552134127,534464,SMS,2
384150944077065,534464,SMS,1
749623399355815,016627,SMS,7
113908384693891,534464,SMS,2
362870174645826,534464,SMS,3
024260793897493,489146,SMS,1
772827712857335,489146,SMS,14
813631254434394,170212,SMS,28
068934920775707,560023,SMS,2
994751011800910,207984,SMS,6
440115789879984,814466,SMS,2
908138080254982,560023,SMS,11
545232886865697,534464,SMS,5
701133002426954,534464,SMS,2
365711174683018,937225,SMS,155
263206807170907,534464,SMS,2
386882698189868,573166,SMS,6
551601882064305,534464,SMS,2
657132317473598,937225,SMS,4
560174392042113,937225,SMS,4
550616128742067,573166,SMS,1
725450494984788,489146,SMS,1
348623957711215,937225,SMS,3
724705495397506,489146,SMS,3
750534879520123,489146,SMS,2
593016185521347,534464,SMS,2
091246960303457,814466,SMS,6
462537437944076,937225,SMS,3
859203054370331,534464,SMS,1
033508084398155,534464,SMS,9
459604561904938,445331,SMS,2
970673400617772,534464,SMS,5
232320785253331,534464,SMS,3
332829622116610,534464,SMS,3
405700211661026,534464,SMS,1
814427548780954,534464,SMS,1
800921696380496,293950,SMS,4
766263214719124,534464,SMS,16
104239639769753,489146,SMS,8
896224336321571,207984,SMS,2
913007048924370,534464,SMS,4
322440306761403,937225,SMS,114
949690843691682,534464,SMS,12
878797520345483,534464,SMS,4
332359305845491,534464,SMS,3
146805779283935,016627,SMS,8
754156929234632,534464,SMS,10
738502478353772,534464,SMS,7
099017515139101,534464,SMS,19
132454040666084,534464,SMS,19
568816936378500,534464,SMS,2
670939694528998,534464,SMS,2
383680949324869,784003,SMS,8
042940301601024,534464,SMS,6
355779887623896,534464,SMS,6
749719989659069,560023,SMS,1
359693925700724,534464,SMS,7
173484849535567,937225,SMS,12
093904574265469,534464,SMS,8
071116193071314,560023,SMS,6
940728386579426,016627,SMS,4
968646771534583,534464,SMS,6
782740626189553,534464,SMS,3
651648407215793,534464,SMS,1
303220956210604,534464,SMS,1
441994067256841,677157,SMS,20
245612763792505,016627,SMS,5
869399513879711,534464,SMS,4
239185112037335,753293,SMS,3
073945474645517,016627,SMS,5
749462987396610,534464,SMS,7
671009227143381,534464,SMS,8
648009913218942,560023,SMS,13
318210161680738,534464,SMS,1
236580830674076,534464,SMS,11
012964822474585,534464,SMS,5
734657417952913,534464,SMS,7
506283472047908,573166,SMS,10
784009320619536,489146,SMS,1
375533366892669,207984,SMS,19
790033300319843,534464,SMS,6
175795617211135,560023,SMS,7
756667646039628,207984,SMS,1
913494754461620,534464,SMS,32
549272856563675,534464,SMS,64
655630910139976,489146,SMS,21
585905291380612,937225,SMS,30
973049853058732,489146,SMS,10
908803328267775,207984,SMS,2
724387375615156,937225,SMS,15
293592213813439,534464,SMS,1
336629945953216,489146,SMS,4
674190389004534,534464,SMS,4
510337485328063,534464,SMS,5
628775987562229,016627,SMS,15
779109809351796,581486,SMS,4
186310786229598,092101,SMS,7
423126223571274,489146,SMS,2
514352884821249,489146,SMS,1
357654482581885,145279,SMS,6
280751057261712,534464,SMS,7
003854076320398,207984,SMS,2
802641813205968,534464,SMS,4
751530286550719,534464,SMS,1
308384115857084,814466,SMS,1
151873974013942,207984,SMS,1
334124322396988,534464,SMS,4
261775352813733,937225,SMS,5
643008060543012,534464,SMS,9
337050598456246,534464,SMS,3
717415037669398,534464,SMS,2
828008910125603,534464,SMS,7
468359946548486,534464,SMS,6
083076340343427,937225,SMS,1
402938654196499,369943,SMS,1
519267577792266,534464,SMS,1
744741631975496,937225,SMS,24
770029340431115,814466,SMS,4
798113899465703,534464,SMS,2
928484616597381,534464,SMS,4
260805063916528,937225,SMS,27
702690949397483,534464,SMS,3
643333496036715,534464,SMS,16
535132911153144,937225,SMS,2
270035665152328,489146,SMS,2
749450300825864,534464,SMS,1
614041989486745,937225,SMS,10
071171049570991,534464,SMS,3
076524388501317,937225,SMS,15
117401599938573,534464,SMS,27
302329517807583,534464,SMS,6
070697289595816,534464,SMS,3
895003685119580,534464,SMS,3
808497432795177,534464,SMS,3
421454698107306,573166,SMS,1
344540358513691,534464,SMS,7
424905657130315,087689,SMS,12
143854990566413,534464,SMS,2
317634492141284,534464,SMS,4
663298374859919,170212,SMS,16
537374077691740,016627,SMS,3
328093530547656,489146,SMS,5
665743923410733,534464,SMS,1
886080403939575,784003,SMS,42
643452757784044,560023,SMS,2
362710731643235,489146,SMS,2
042624609357209,560023,SMS,36
457966223038159,489146,SMS,11
412640332581730,534464,SMS,2
401040513396461,534464,SMS,7
377790142184961,534464,SMS,4
580378433231489,534464,SMS,2
220325981972287,534464,SMS,13
069483903851342,534464,SMS,63
591101184661565,489146,SMS,10
040822383832844,534464,SMS,5
200633495948801,534464,SMS,14
274132463204273,534464,SMS,1
631680769212148,534464,SMS,3
053432640039058,016627,SMS,3
011359717675148,534464,SMS,1
018404284255115,560023,SMS,4
409130585606298,560023,SMS,1
009695453261180,534464,SMS,7
472070104048104,489146,SMS,4
440921934852478,534464,SMS,3
066615972899392,937225,SMS,97
931057112377604,534464,SMS,3
301577895406556,534464,SMS,1
852699191875248,534464,SMS,36
673262035080878,560023,SMS,8
408696166147847,534464,SMS,4
356139326323524,489146,SMS,7
432566112801263,489146,SMS,2
979268940547417,016627,SMS,18
699741482906793,145279,SMS,1
056926425627316,937225,SMS,21
517681089071481,534464,SMS,1
926048393834459,937225,SMS,7
221286748289480,534464,SMS,2
529364941247004,534464,SMS,5
519207459463200,937225,SMS,50
296677436768835,207984,SMS,3
852547365884018,207984,SMS,23
451801448795309,489146,SMS,3
225227286687425,489146,SMS,4
420262501798558,937225,SMS,14
528568894616500,489146,SMS,10
217385231483740,534464,SMS,85
076559104770554,489146,SMS,9
534040788534020,937225,SMS,1
378055533552518,145279,SMS,1
984868055842151,396360,SMS,3
897353047978276,560023,SMS,3
170620133656258,534464,SMS,1
527450664292629,534464,SMS,5
349202958329932,092101,SMS,6
098337680667483,534464,SMS,3
325097455237254,534464,SMS,2
278355144923527,421085,SMS,1
633143353026383,489146,SMS,2
894592860275772,534464,SMS,1
952079325901828,534464,SMS,16
835593694670952,534464,SMS,5
950851222039062,534464,SMS,3
762414391204039,489146,SMS,8
560268455794989,937225,SMS,20
046712576435704,207984,SMS,4
300736622805501,534464,SMS,20
148732580407099,937225,SMS,115
129205967865850,489146,SMS,4
181279331495465,534464,SMS,2
747995395067068,534464,SMS,4
727932673514913,207984,SMS,6
117421608006771,534464,SMS,5
695543630300282,489146,SMS,5
677677706716149,937225,SMS,2
343070801630909,016627,SMS,4
325615232711429,534464,SMS,3
089557326401996,937225,SMS,6
531211774771221,814466,SMS,16
538751318699515,581486,SMS,12
256208204089548,677157,SMS,24
534858648563441,489146,SMS,1
051945543593964,937225,SMS,15
391989773972499,534464,SMS,7
219057633358216,534464,SMS,2
658525123821667,534464,SMS,11
524345494373499,534464,SMS,5
180349848791102,534464,SMS,3
991879971350469,489146,SMS,2
401557302284460,534464,SMS,1
035594700965709,016627,SMS,7
258805380801928,534464,SMS,15
374907647613378,753293,SMS,21
620493079850931,534464,SMS,1
025318595375924,534464,SMS,3
763617466143166,560023,SMS,14
940614832095177,534464,SMS,10
494944035804440,534464,SMS,5
893904776064008,534464,SMS,1
638566751688534,937225,SMS,7
472658509744388,937225,SMS,2
603475188949467,534464,SMS,5
413974231064816,534464,SMS,2
715115114438811,534464,SMS,30
603659077118749,534464,SMS,3
432331864059259,937225,SMS,24
711621221366382,560023,SMS,5
903755307417281,016627,SMS,2
153026329195254,534464,SMS,1
686090676263899,573166,SMS,6
276307868125774,489146,SMS,3
821020464686809,207984,SMS,1
173922837782090,560023,SMS,4
284724242227389,534464,SMS,3
057526958692229,534464,SMS,10
437705571893796,534464,SMS,2
659594146633678,534464,SMS,2
602676437691022,207984,SMS,2
107427698698872,534464,SMS,6
227524269965898,534464,SMS,1
687753310789516,534464,SMS,3
394090437542566,534464,SMS,5
462765529820940,534464,SMS,2
036737005872865,016627,SMS,23
085055680279539,534464,SMS,1
971089144252446,534464,SMS,3
347369980874070,534464,SMS,1
644175266201709,937225,SMS,15
829869723907031,560023,SMS,3
446298447658762,534464,SMS,3
521031002445519,814466,SMS,13
688936920895045,534464,SMS,16
779032299512066,814466,SMS,2
329057230792929,534464,SMS,9
417921267153674,207984,SMS,5
494933945281675,145279,SMS,8
425343732572456,489146,SMS,9
953170172545939,534464,SMS,2
003369519558829,534464,SMS,9
577587007302519,534464,SMS,2
682789547255049,937225,SMS,22
108093989719853,534464,SMS,3
960275457030214,534464,SMS,13
172842247831686,534464,SMS,8
131893746627426,534464,SMS,10
681990948043971,814466,SMS,31
909353916239560,534464,SMS,12
009159641066105,534464,SMS,1
191915090430947,534464,SMS,9
715835786621413,207984,SMS,2
768000578802960,534464,SMS,3
403229379218374,145279,SMS,1
743283056394300,753293,SMS,11
285994674283384,534464,SMS,5
522693438107311,534464,SMS,3
324447878846505,534464,SMS,4
587396978359575,937225,SMS,1
508511510128825,534464,SMS,5
332182000193531,534464,SMS,4
795846173743134,784003,SMS,6
041926702768397,489146,SMS,3
011877434054636,534464,SMS,8
434377436052758,560023,SMS,15
011719974603057,534464,SMS,52
505790051008424,534464,SMS,2
979010701322152,534464,SMS,3
795364954534726,534464,SMS,1
458928035897756,489146,SMS,3
427598277732666,489146,SMS,2
107750077284161,534464,SMS,2
457911970156306,534464,SMS,4
714812892636953,145279,SMS,3
154372751413291,534464,SMS,2
160357267128906,207984,SMS,12
558624521997954,534464,SMS,1
645702105686051,016627,SMS,2
458110632221225,581486,SMS,1
028917544976801,534464,SMS,8
869432412537319,534464,SMS,1
483603320949169,573166,SMS,14
279777729560678,207984,SMS,2
683733037389226,534464,SMS,3
569806018954031,016627,SMS,6
101595894015601,534464,SMS,14
085810532728914,445331,SMS,1
533934946286935,534464,SMS,2
435824250499418,534464,SMS,7
556842519279347,534464,SMS,5
222635783970045,937225,SMS,15
385318642131550,937225,SMS,26
835521604335749,534464,SMS,5
174751827832858,489146,SMS,5
869332379743285,534464,SMS,42
967569151548189,489146,SMS,16
390982540568110,534464,SMS,1
022855178952433,489146,SMS,1
079307297298407,534464,SMS,5
159151084861583,534464,SMS,3
964070228067710,534464,SMS,3
635152536064714,534464,SMS,4
054799509812788,207984,SMS,1
345218448054644,534464,SMS,3
588721448306956,534464,SMS,26
061399104241693,534464,SMS,3
486521960752380,445331,SMS,4
807877590609574,534464,SMS,1
823374147653204,489146,SMS,2
319352786016848,489146,SMS,11
370668297248777,937225,SMS,6
092502743007840,534464,SMS,6
272061835352697,937225,SMS,14
055094505823775,534464,SMS,1
984428658141901,937225,SMS,15
722794008464604,145279,SMS,4
495013997122390,937225,SMS,31
242364286689699,534464,SMS,2
227586079043720,145279,SMS,6
931664170562411,534464,SMS,3
282443847805526,534464,SMS,2
275815900827455,937225,SMS,8
811504646582667,534464,SMS,1
821582802560075,016627,SMS,5
549289714140759,534464,SMS,18
817503944141815,489146,SMS,16
950639011421098,489146,SMS,1
182113433135599,534464,SMS,7
681221823286428,534464,SMS,13
841427091349222,534464,SMS,1
370926752845706,784003,SMS,3
634036791106997,534464,SMS,5
061681049034182,016627,SMS,5
823811518179683,207984,SMS,3
460582618154079,016627,SMS,1
846360922410635,489146,SMS,2
031192602326058,534464,SMS,6
334144983590135,534464,SMS,2
538389651632436,581486,SMS,1
506675633687614,489146,SMS,1
623700676993442,534464,SMS,4
326320927185261,560023,SMS,3
973235706885025,016627,SMS,1
068133885570772,489146,SMS,14
224784720913317,534464,SMS,9
558127003328929,937225,SMS,2
112624442851869,937225,SMS,8
996138601282170,534464,SMS,1
739057079505906,937225,SMS,3
511904000001002,207984,SMS,14
159606527956555,534464,SMS,1
641542173929910,753293,SMS,1
745425708359836,573166,SMS,15
111454530215638,937225,SMS,84
738623191275264,534464,SMS,3
299805802217298,534464,SMS,4
147002705187916,016627,SMS,2
646342341173982,534464,SMS,2
586247111243501,937225,SMS,37
085419435735899,534464,SMS,3
331006655261682,534464,SMS,14
182221298991697,534464,SMS,2
484075064741034,534464,SMS,2
641110809716975,145279,SMS,8
658545332812656,937225,SMS,16
238150146693246,534464,SMS,6
613607207345962,534464,SMS,2
654127815482569,534464,SMS,8
972093356278316,016627,SMS,14
313485144732084,784003,SMS,3
706698151508679,534464,SMS,44
800121564185060,534464,SMS,9
395532916281573,170212,SMS,1
447529890746366,560023,SMS,2
157585421908345,534464,SMS,4
979404799167227,534464,SMS,22
954948517226371,145279,SMS,5
702065962060234,489146,SMS,1
788552553735393,784003,SMS,1
243308950050373,534464,SMS,19
280295096786190,534464,SMS,4
910551960894821,534464,SMS,6
818723869288934,489146,SMS,5
593907563880815,534464,SMS,1
797070474127831,534464,SMS,9
755440792834529,534464,SMS,3
404391157741529,534464,SMS,28
786165032886695,534464,SMS,1
098244927489896,937225,SMS,11
514960428240289,937225,SMS,18
579862211186991,560023,SMS,7
857527749214086,534464,SMS,1
858979301986319,534464,SMS,2
740233594527746,016627,SMS,17
224747304913836,534464,SMS,8
282305775379122,016627,SMS,8
088654364052090,937225,SMS,293
756173405846050,145279,SMS,28
646404418445729,534464,SMS,7
399917702314648,534464,SMS,3
038538582513593,534464,SMS,2
520004145208512,145279,SMS,3
094534854656006,489146,SMS,3
270223900127844,207984,SMS,5
215575901601024,489146,SMS,8
947215317837578,534464,SMS,7
034702274339556,534464,SMS,8
162064740711339,016627,SMS,6
957962948976697,534464,SMS,2
198207933826197,534464,SMS,4
272928426783893,153468,SMS,8
810894235347140,534464,SMS,1
618930171234701,534464,SMS,3
579259828083909,145279,SMS,1
211498512903900,016627,SMS,3
215318562758108,534464,SMS,2
230616125715976,534464,SMS,1
741663352118070,937225,SMS,11
939986331814527,534464,SMS,4
226358164966934,534464,SMS,1
734058841359731,207984,SMS,2
154186725632749,207984,SMS,2
543102047720833,534464,SMS,2
007178093999357,534464,SMS,2
154695551769515,489146,SMS,2
927833691238757,534464,SMS,4
772861883585068,955100,SMS,5
040307701227763,489146,SMS,1
663926081843004,534464,SMS,1
348412346904967,534464,SMS,1
819962413844934,534464,SMS,1
950987043077470,534464,SMS,2
446465042061250,016627,SMS,2
264709754934385,489146,SMS,50
474676059135253,784003,SMS,2
408844191360243,534464,SMS,5
858977921034479,534464,SMS,9
305188410748705,534464,SMS,2
808389176518831,016627,SMS,7
532950720728024,534464,SMS,1
085972783498452,207984,SMS,24
143564859384994,937225,SMS,4
357987885083302,534464,SMS,2
710400566372003,534464,SMS,3
396114575831104,534464,SMS,4
329216158356670,016627,SMS,2
674798726834577,534464,SMS,3
138695028072703,534464,SMS,3
812761678124753,489146,SMS,2
897846877992473,145279,SMS,19
696196355497062,534464,SMS,6
464012118398656,534464,SMS,2
755149466639506,560023,SMS,1
789731938508608,207984,SMS,7
936973145479923,937225,SMS,4
365016154863733,937225,SMS,6
718572681756483,937225,SMS,1
771217696544808,534464,SMS,25
683892656391783,534464,SMS,1
312331299238692,534464,SMS,5
464426630180202,534464,SMS,9
305095712829401,534464,SMS,3
377225719390492,937225,SMS,1
512913986101597,534464,SMS,7
980606956440190,534464,SMS,2
712424703829381,534464,SMS,5
613138141016396,573166,SMS,24
286835088493364,489146,SMS,2
479367581776149,534464,SMS,1
738722431376919,534464,SMS,4
201688870932057,534464,SMS,2
557525812747666,489146,SMS,2
432660198355214,534464,SMS,6
077145806581382,560023,SMS,5
592276681682524,534464,SMS,2
998035452165381,534464,SMS,6
480935492204014,534464,SMS,1
653411699870389,937225,SMS,10
255129201445873,207984,SMS,6
368119720279802,207984,SMS,4
218584654720707,937225,SMS,47
146417508095880,534464,SMS,2
155869605269436,534464,SMS,1
612383883292972,534464,SMS,6
361328439958408,207984,SMS,2
635381951769066,534464,SMS,2
